X,Y,Label
0.92139,1.7939,Class 1
0.45706,3.4119,Class 1
-0.89191,-0.19302,Class 1
0.34835,2.2945,Class 1
-1.121,-0.58709,Class 1
-0.2559,0.076677,Class 1
-0.4298,1.8171,Class 1
1.621,0.3959,Class 1
2.0396,-0.61011,Class 1
-0.62398,0.27515,Class 1
1.5393,1.3806,Class 1
-2.2527,2.4595,Class 1
-0.011652,-0.96516,Class 1
-2.8539,2.2614,Class 1
0.8667,-0.22888,Class 1
1.9055,-0.99028,Class 1
0.039572,1.1011,Class 1
-0.20295,-1.8272,Class 1
-0.9822,-2.8755,Class 1
-1.6086,-0.57332,Class 1
0.31854,-0.82461,Class 1
2.1651,-1.9319,Class 1
-1.0351,-1.9183,Class 1
0.82568,0.3291,Class 1
-0.7887,1.7481,Class 1
0.50416,0.19776,Class 1
-1.7125,1.6516,Class 1
-1.7876,1.8255,Class 1
-1.523,-1.4608,Class 1
0.038282,0.98773,Class 1
-1.7653,-0.51282,Class 1
-0.66055,-0.80586,Class 1
1.3255,-0.7208,Class 1
-1.7377,-3.6078,Class 1
0.26508,2.3365,Class 1
0.34725,-0.94772,Class 1
0.068615,0.13584,Class 1
-0.923,-0.9805,Class 1
-1.3822,-2.1363,Class 1
2.7586,2.014,Class 1
-3.2002,-1.0505,Class 1
-3.5276,1.0231,Class 1
0.19009,0.89342,Class 1
2.7529,1.9954,Class 1
0.62477,-2.281,Class 1
0.29219,-0.46549,Class 1
1.4901,2.4227,Class 1
1.9765,2.3484,Class 1
-1.2569,-1.3823,Class 1
-0.71021,0.11225,Class 1
-0.44203,-2.8691,Class 1
1.0346,-0.11865,Class 1
-0.7426,-0.21556,Class 1
-0.24221,-1.2355,Class 1
1.587,-0.66774,Class 1
-0.35932,-1.5126,Class 1
-0.47328,0.63094,Class 1
-1.1644,0.59505,Class 1
1.0463,2.5802,Class 1
-2.1669,-0.65571,Class 1
-3.4536,0.68384,Class 1
2.0572,-0.91964,Class 1
-2.2195,-2.2099,Class 1
-0.52216,-0.63222,Class 1
-4.8256,1.4426,Class 1
-1.0901,1.5325,Class 1
-1.273,-1.1587,Class 1
-2.068,1.4491,Class 1
-2.0269,-2.7112,Class 1
1.3607,3.2436,Class 1
4.3481,-1.1077,Class 1
0.90818,2.2351,Class 1
-3.7954,0.11338,Class 1
2.9538,0.94985,Class 1
-1.119,-0.67005,Class 1
-3.0662,-1.8867,Class 1
-1.1546,2.7275,Class 1
1.1907,0.10764,Class 1
0.46615,-0.17577,Class 1
1.1142,-0.020835,Class 1
3.1381,4.8064,Class 1
-1.5696,1.2173,Class 1
-5.2415,0.28454,Class 1
-0.30817,-0.16756,Class 1
0.24085,2.912,Class 1
0.4223,-0.4662,Class 1
-1.9594,0.86459,Class 1
-1.1855,-0.22107,Class 1
-1.192,0.55018,Class 1
1.2719,-0.5074,Class 1
-1.0281,-0.53189,Class 1
-0.17566,0.14891,Class 1
3.6824,0.16941,Class 1
-3.3239,0.61426,Class 1
0.654,-0.61769,Class 1
0.21782,2.1947,Class 1
-0.14228,0.80357,Class 1
2.1158,-0.03837,Class 1
-0.40946,-3.3542,Class 1
-3.6034,-1.674,Class 1
1.3615,-2.1256,Class 1
-0.7441,-0.75934,Class 1
-2.3995,-0.61224,Class 1
0.76036,-0.52376,Class 1
0.92238,0.38635,Class 1
-1.1555,-0.57739,Class 1
-2.384,-1.3105,Class 1
1.3778,0.89314,Class 1
1.921,-2.9552,Class 1
1.2424,-0.38688,Class 1
-5.6752,-2.5519,Class 1
1.2194,1.9061,Class 1
0.028492,-1.3498,Class 1
-0.64387,2.2416,Class 1
-0.26847,-1.8754,Class 1
2.111,-1.4932,Class 1
0.033315,-1.4135,Class 1
0.8536,-0.94502,Class 1
-0.68099,-0.030875,Class 1
-2.0233,2.2297,Class 1
-3.8514,-1.879,Class 1
3.7393,0.19009,Class 1
-1.2027,0.75866,Class 1
1.2967,0.15266,Class 1
-2.3468,-5.6929,Class 1
-0.91466,-1.3859,Class 1
0.014392,-3.2308,Class 1
0.79771,-1.4582,Class 1
-0.75205,-3.099,Class 1
0.046337,2.277,Class 1
-1.9304,-0.7564,Class 1
-0.11544,2.0029,Class 1
-2.4253,1.3793,Class 1
0.93489,1.1262,Class 1
-0.13133,-2.8881,Class 1
0.26092,3.2884,Class 1
0.017288,0.073186,Class 1
-0.15532,1.8052,Class 1
-0.88558,-2.9732,Class 1
-3.3542,0.91873,Class 1
-1.6946,-3.7531,Class 1
1.897,0.10018,Class 1
-2.8194,-1.2098,Class 1
2.6228,3.3495,Class 1
-2.0186,2.2143,Class 1
3.4751,0.87764,Class 1
0.67958,2.0311,Class 1
-1.2994,0.13991,Class 1
-1.4872,-1.5708,Class 1
2.4883,0.57255,Class 1
-1.2055,-3.9485,Class 1
-0.30606,1.7046,Class 1
1.1667,-2.0364,Class 1
-1.8566,-0.51183,Class 1
-0.42792,5.9461,Class 1
1.3075,1.1305,Class 1
3.2339,3.9559,Class 1
-0.82024,1.3516,Class 1
0.036554,4.3575,Class 1
-1.9259,2.5239,Class 1
0.41262,-3.6666,Class 1
0.24786,0.11166,Class 1
-0.014057,2.2546,Class 1
-0.80603,1.3662,Class 1
0.52306,1.205,Class 1
-1.5723,3.3742,Class 1
2.6706,4.7938,Class 2
4.042,6.3699,Class 2
3.3903,3.1825,Class 2
3.7998,4.7436,Class 2
2.9837,2.6258,Class 2
6.3701,3.4095,Class 2
2.6475,6.2273,Class 2
3.0098,1.6417,Class 2
1.3359,3.41,Class 2
-0.13053,6.509,Class 2
3.2487,6.4165,Class 2
7.2417,7.137,Class 2
2.5667,5.052,Class 2
4.8831,2.0936,Class 2
4.0705,5.278,Class 2
3.6697,6.753,Class 2
4.794,5.7329,Class 2
3.09,4.6423,Class 2
2.1662,4.7939,Class 2
1.917,2.1309,Class 2
4.6851,7.4954,Class 2
1.5295,3.2436,Class 2
2.0091,5.3675,Class 2
4.1365,4.6898,Class 2
3.2361,3.274,Class 2
1.8155,2.5214,Class 2
2.4654,3.2572,Class 2
4.1402,3.7023,Class 2
2.3017,4.3652,Class 2
4.0233,6.2568,Class 2
3.3218,4.5264,Class 2
1.8983,4.262,Class 2
2.6304,6.0181,Class 2
2.9063,5.13,Class 2
2.8339,6.3388,Class 2
2.6221,2.4678,Class 2
3.8151,5.8753,Class 2
1.5103,4.5753,Class 2
2.3705,3.8165,Class 2
2.1437,5.3149,Class 2
2.4421,4.7055,Class 2
4.1938,5.3102,Class 2
3.8888,4.555,Class 2
3.7419,6.1295,Class 2
1.6575,4.7104,Class 2
3.0227,5.8065,Class 2
4.8482,3.3659,Class 2
4.0341,4.612,Class 2
4.3269,1.9843,Class 2
2.9834,3.8647,Class 2
2.9883,5.3806,Class 2
3.4637,5.0461,Class 2
1.1492,3.5281,Class 2
6.1772,4.3238,Class 2
4.4318,6.1576,Class 2
2.054,4.0985,Class 2
3.4224,3.6626,Class 2
2.547,5.1392,Class 2
1.2468,4.0306,Class 2
3.285,3.9466,Class 2
4.0043,2.8761,Class 2
3.8544,1.494,Class 2
5.0044,6.4704,Class 2
2.1894,2.8899,Class 2
2.9878,8.1882,Class 2
2.0216,3.039,Class 2
3.2889,4.7736,Class 2
2.2117,3.0155,Class 2
1.8633,6.0257,Class 2
2.2652,4.6641,Class 2
4.3531,1.136,Class 2
1.8557,4.0235,Class 2
4.2742,3.5091,Class 2
0.95504,6.1864,Class 2
0.68131,4.4336,Class 2
2.3869,4.218,Class 2
2.4233,5.2478,Class 2
4.328,1.8791,Class 2
3.8835,5.4596,Class 2
4.2637,4.0199,Class 2
2.7131,5.0866,Class 2
2.1653,3.7837,Class 2
2.8771,3.9964,Class 2
1.9938,4.9384,Class 2
6.5429,-0.54185,Class 2
1.3366,4.5418,Class 2
0.79041,5.6802,Class 2
4.476,6.315,Class 2
4.3411,5.1424,Class 2
1.9397,4.1964,Class 2
5.5252,4.0989,Class 2
1.1478,5.3568,Class 2
4.6376,6.8652,Class 2
2.3451,4.8226,Class 2
1.135,3.3494,Class 2
3.2404,4.022,Class 2
1.5339,1.4555,Class 2
4.0776,4.6634,Class 2
3.9022,3.7448,Class 2
6.7476,4.688,Class 2
5.7245,5.3081,Class 2
3.4542,6.9131,Class 2
4.3561,5.3189,Class 2
4.3472,4.9741,Class 2
2.6574,3.8218,Class 2
3.6404,5.2727,Class 2
4.77,5.4715,Class 2
2.7819,4.4219,Class 2
2.6658,4.5783,Class 2
2.2358,3.3766,Class 2
5.0541,4.9974,Class 2
4.3677,2.7805,Class 2
3.5944,2.9788,Class 2
3.4176,1.1694,Class 2
2.4406,3.7288,Class 2
5.53,5.8867,Class 2
4.4528,6.2056,Class 2
6.2776,4.2447,Class 2
2.9784,7.5935,Class 2
3.559,5.4025,Class 2
2.4737,5.3547,Class 2
4.6122,2.9543,Class 2
3.9687,5.7108,Class 2
2.1331,7.0697,Class 2
2.0847,6.0766,Class 2
4.6134,3.6928,Class 2
3.7894,5.8295,Class 2
3.1702,4.2869,Class 2
3.386,4.7776,Class 2
2.5647,4.4469,Class 2
4.0423,6.1444,Class 2
3.4783,4.8599,Class 2
5.8006,6.5363,Class 2
2.8522,3.4186,Class 2
3.5233,4.0085,Class 2
2.0032,3.6833,Class 2
1.6926,2.8958,Class 2
3.8144,4.5477,Class 2
3.7738,3.4543,Class 2
5.8136,5.5588,Class 2
3.8855,3.1172,Class 2
2.2471,1.3817,Class 2
3.1343,1.5951,Class 2
2.3851,2.9749,Class 2
2.619,5.3624,Class 2
1.0137,4.6006,Class 2
4.2467,2.7623,Class 2
2.1745,3.9862,Class 2
3.8548,3.5579,Class 2
4.6172,6.0709,Class 2
3.8289,5.4163,Class 2
7.0033,6.0616,Class 2
3.0835,4.5058,Class 2
3.3196,5.9602,Class 2
2.6578,4.5326,Class 2
4.9613,5.5206,Class 2
2.8116,6.8384,Class 2
-0.43832,5.5578,Class 2
2.1772,5.84,Class 2
2.9712,4.1577,Class 2
2.7191,4.6411,Class 2
4.746,3.0015,Class 2
5.5789,4.2169,Class 2
3.5515,4.9317,Class 2
1.949,4.0802,Class 2
3.3461,3.8797,Class 2
2.6536,4.8822,Class 2
2.315,4.3489,Class 2
3.4618,3.2598,Class 2
3.0051,5.0285,Class 2
4.268,4.9411,Class 2
5.927,4.2137,Class 2
3.1774,5.8725,Class 2
3.097,5.0022,Class 2
5.2963,4.4835,Class 2
1.7798,6.1335,Class 2
2.4524,3.8838,Class 2
6.3791,3.3935,Class 2
3.9451,4.1631,Class 2
2.6755,4.0597,Class 2
2.2299,2.9102,Class 2
3.7943,5.1583,Class 2
2.716,3.2252,Class 2
3.8004,3.5712,Class 2
3.0322,4.7594,Class 2
4.3257,2.1601,Class 2
2.6927,6.1814,Class 2
2.7474,5.2906,Class 2
2.6527,5.8839,Class 2
4.0148,6.4224,Class 2
3.6438,3.548,Class 2
4.2181,4.3874,Class 2
2.42,6.278,Class 2
3.3527,5.4487,Class 2
5.6756,2.5466,Class 2
2.9171,5.7187,Class 2
4.1818,3.183,Class 2
1.5742,4.0195,Class 2
4.6244,3.6947,Class 2
4.4874,4.9186,Class 2
1.4712,5.351,Class 2
3.6296,4.5951,Class 2
4.4408,4.5719,Class 2
3.6754,6.6349,Class 2
-2.1677,3.4541,Class 2
4.2748,3.8249,Class 2
4.5103,4.6917,Class 2
1.5366,8.439,Class 2
3.7118,6.3908,Class 2
3.5007,5.2442,Class 2
4.2004,5.1836,Class 2
3.3066,4.6317,Class 2
1.9584,7.3636,Class 2
4.6015,7.3403,Class 2
1.9343,5.3717,Class 2
2.1674,4.6897,Class 2
2.5111,5.9691,Class 2
1.736,5.7167,Class 2
3.3897,3.9219,Class 2
4.156,5.6446,Class 2
3.1857,5.9038,Class 2
6.2575,6.1461,Class 2
6.2898,5.6156,Class 2
2.1055,5.8525,Class 2
3.7239,5.6698,Class 2
5.1295,4.809,Class 2
3.4017,2.133,Class 2
4.7149,6.5184,Class 2
5.2466,7.1034,Class 2
3.4294,6.8594,Class 2
3.6898,4.8731,Class 2
5.393,6.5914,Class 2
4.973,5.5775,Class 2
4.1283,4.6034,Class 2
4.3256,4.5591,Class 2
2.2684,5.2999,Class 2
3.4,3.2212,Class 2
2.9737,5.3049,Class 2
6.4615,3.6529,Class 2
3.2716,4.1391,Class 2
3.76,4.3631,Class 2
4.1295,5.7376,Class 2
2.7988,4.3756,Class 2
4.3556,3.1695,Class 2
4.739,2.1205,Class 2
2.045,5.9943,Class 2
2.9798,3.2885,Class 2
3.7627,5.596,Class 2
4.1657,3.5303,Class 2
4.1767,6.0291,Class 2
5.7315,-4.8462,Class 3
2.6319,-5.4323,Class 3
3.7849,-1.3223,Class 3
4.7688,-9.6899,Class 3
6.2314,-3.3838,Class 3
6.279,-4.5652,Class 3
4.0326,0.67211,Class 3
4.2779,-4.8153,Class 3
2.2734,-4.1012,Class 3
4.7758,-3.6898,Class 3
3.5487,-3.8621,Class 3
3.9415,-7.402,Class 3
6.3725,-0.4862,Class 3
4.9759,0.48256,Class 3
2.4369,0.34811,Class 3
4.2713,-3.941,Class 3
3.4354,-3.101,Class 3
3.6925,-2.7185,Class 3
-0.010132,-5.2548,Class 3
3.0361,-3.8381,Class 3
8.5653,3.3191,Class 3
5.7461,2.2206,Class 3
5.1974,-5.8878,Class 3
4.9686,0.57656,Class 3
6.8448,1.2048,Class 3
4.9102,-0.47619,Class 3
6.8196,-3.0662,Class 3
6.3633,0.19924,Class 3
3.8947,-1.0861,Class 3
7.2337,-0.65019,Class 3
6.5715,-0.67315,Class 3
7.1992,-2.1013,Class 3
2.7991,-5.1835,Class 3
3.0472,-6.1345,Class 3
4.1205,-0.44523,Class 3
5.4783,-5.0857,Class 3
3.6696,-6.0113,Class 3
4.5304,-6.6419,Class 3
4.7906,-3.167,Class 3
5.081,-2.7124,Class 3
2.3879,-4.6212,Class 3
4.7867,-2.3133,Class 3
4.1153,-2.9514,Class 3
6.2217,2.6102,Class 3
5.5708,-1.9906,Class 3
8.4454,-2.8343,Class 3
4.6192,-2.8487,Class 3
5.5234,-2.0969,Class 3
6.1531,-5.1917,Class 3
5.3318,-7.277,Class 3
3.133,-1.0955,Class 3
5.9866,-3.7784,Class 3
7.2827,-3.7416,Class 3
7.2794,-0.1647,Class 3
10.082,-4.7847,Class 3
5.8081,-1.2538,Class 3
5.2901,-7.4364,Class 3
5.981,-3.1,Class 3
3.466,-3.4273,Class 3
5.2685,2.7959,Class 3
5.8648,-4.0338,Class 3
5.9712,-3.9601,Class 3
7.4629,-5.7028,Class 3
3.4391,-4.26,Class 3
2.4854,-2.3398,Class 3
3.7267,-3.9204,Class 3
4.2981,-6.013,Class 3
0.63472,-3.0188,Class 3
2.7417,-3.5416,Class 3
4.5624,0.014566,Class 3
4.8227,-4.2711,Class 3
4.2465,-0.3533,Class 3
2.7975,-0.39523,Class 3
2.0671,-5.1121,Class 3
5.9742,-1.5572,Class 3
2.8742,-4.8175,Class 3
8.448,-1.3378,Class 3
3.3564,-2.9407,Class 3
0.35477,-0.77451,Class 3
3.9949,1.9801,Class 3
1.7534,-1.47,Class 3
3.1567,-7.3974,Class 3
4.043,-7.4141,Class 3
1.9801,-5.2149,Class 3
5.5103,-1.0973,Class 3
6.9047,0.73776,Class 3
3.6691,-1.6515,Class 3
7.0109,-4.4987,Class 3
3.5058,-6.6771,Class 3
7.5296,-5.8543,Class 3
6.914,2.376,Class 3
4.601,-2.8457,Class 3
3.1132,-1.7388,Class 3
6.2898,-3.6858,Class 3
6.3249,-3.642,Class 3
6.7083,-2.8899,Class 3
2.2457,-5.719,Class 3
3.3729,-4.11,Class 3
4.4614,-3.8084,Class 3
6.2505,-7.7184,Class 3
5.4602,-3.512,Class 3
5.6158,-2.1257,Class 3
6.2428,-7.1953,Class 3
5.6918,-2.9766,Class 3
7.1673,-3.9646,Class 3
6.0501,-5.1018,Class 3
6.0688,-4.2562,Class 3
4.5178,-8.0467,Class 3
6.6551,0.49958,Class 3
6.8498,-5.2555,Class 3
5.9737,-1.8114,Class 3
4.0014,-5.579,Class 3
4.7434,-6.5011,Class 3
1.194,-3.4822,Class 3
5.1172,-3.8688,Class 3
5.7023,-5.041,Class 3
3.0008,-1.4723,Class 3
2.5075,0.89426,Class 3
3.8852,-5.2742,Class 3
4.5134,-1.042,Class 3
2.7661,0.2971,Class 3
7.1663,-3.0943,Class 3
4.068,-3.9231,Class 3
4.8173,-1.1636,Class 3
3.5088,-2.762,Class 3
5.6325,0.2828,Class 3
4.9456,-5.756,Class 3
4.4164,2.7186,Class 3
6.5588,-4.128,Class 3
7.4424,-1.249,Class 3
3.4534,0.34722,Class 3
6.8919,-1.3737,Class 3
2.1471,1.7692,Class 3
5.6089,-6.3186,Class 3
4.7797,0.0018144,Class 3
4.0735,-4.6731,Class 3
6.0247,-3.488,Class 3
4.2031,-5.2948,Class 3
4.8127,-2.8076,Class 3
2.2705,-3.0143,Class 3
3.0992,-8.4762,Class 3
2.1198,-2.6087,Class 3
5.1616,-1.2429,Class 3
5.0168,-3.9938,Class 3
5.3054,0.88827,Class 3
4.753,-0.7004,Class 3
2.7229,-1.6608,Class 3
7.292,-6.6291,Class 3
4.5394,-7.2893,Class 3
4.4848,-0.73449,Class 3
5.0554,0.53211,Class 3
3.5825,-5.3974,Class 3
5.2305,0.57018,Class 3
6.2273,-2.2601,Class 3
4.4718,0.15599,Class 3
4.9135,-1.8025,Class 3
5.3866,-2.472,Class 3
8.0081,-0.17093,Class 3
6.1862,-4.0419,Class 3
4.9587,-2.0394,Class 3
3.3298,-3.4511,Class 3
6.3559,-2.1114,Class 3
3.5201,-0.51275,Class 3
3.367,-0.47112,Class 3
5.3668,-2.8992,Class 3
5.946,0.16705,Class 3
4.2531,-6.1392,Class 3
8.4354,-8.0655,Class 3
4.9729,-2.2392,Class 3
3.4577,-3.4836,Class 3
6.9495,-1.3514,Class 3
5.8494,-2.0113,Class 3
0.78067,-1.454,Class 3
5.607,-3.92,Class 3
3.5169,-5.5873,Class 3
4.369,-1.0137,Class 3
3.9505,0.087597,Class 3
5.5083,-2.2218,Class 3
3.4066,-1.9471,Class 3
5.9305,1.5994,Class 3
4.7577,1.7479,Class 3
6.0371,-0.046916,Class 3
4.5128,-6.508,Class 3
7.3895,-2.2574,Class 3
2.7733,-6.997,Class 3
3.1321,-2.4373,Class 3
3.4671,-4.5606,Class 3
5.4378,-4.3063,Class 3
3.6714,-2.9906,Class 3
4.7378,-4.482,Class 3
3.4,-5.7109,Class 3
2.9489,-6.2804,Class 3
6.4374,-0.23081,Class 3
3.9647,-2.7686,Class 3
4.5455,-3.4716,Class 3
7.341,-1.1129,Class 3
6.7554,-3.9474,Class 3
4.0164,-3.3341,Class 3
5.077,-2.8446,Class 3
5.4165,-0.8235,Class 3
7.8857,-3.2368,Class 3
5.8462,-3.7673,Class 3
4.1973,-7.2085,Class 3
-0.16428,-9.4186,Class 3
3.5738,-1.4161,Class 3
3.7816,-4.7156,Class 3
4.1349,-2.8024,Class 3
5.1149,-3.5433,Class 3
3.4143,-5.1917,Class 3
3.014,-7.2785,Class 3
2.9015,-1.9305,Class 3
3.4641,-1.4291,Class 3
4.8366,-4.5186,Class 3
4.9952,2.6334,Class 3
5.5566,-1.4739,Class 3
2.6005,-2.6501,Class 3
6.1906,0.76766,Class 3
1.3312,-4.4075,Class 3
2.6475,-2.6417,Class 3
5.3323,-1.1995,Class 3
3.6848,-5.2498,Class 3
4.9726,-5.318,Class 3
4.8884,-5.1997,Class 3
5.6313,-3.3012,Class 3
1.1028,-5.374,Class 3
2.3322,-3.2648,Class 3
4.7035,-5.1283,Class 3
5.22,-4.0788,Class 3
5.1923,-4.4492,Class 3
4.7492,-1.7551,Class 3
5.635,-2.412,Class 3
6.71,-2.0622,Class 3
3.7955,-1.3772,Class 3
3.561,-4.1845,Class 3
4.9255,0.76223,Class 3
1.2027,-2.02,Class 3
6.7841,-2.3602,Class 3
8.5725,-3.3315,Class 3
2.8532,-6.2788,Class 3
3.8332,-3.2173,Class 3
3.0963,-4.0986,Class 3
3.4467,0.45374,Class 3
0.32255,-3.9845,Class 3
7.9086,0.091296,Class 3
5.6635,-5.9944,Class 3
3.5489,-0.22128,Class 3
3.8595,0.30439,Class 3
8.0456,-0.83831,Class 3
5.1728,-2.3004,Class 3
3.4323,-0.48736,Class 3
